index,epsilon,pvalue,symbol,product
NTC_2708,0.23847666666666667,0.3099412596957293,NTC,0.12131799442862655
LRRC27,0.23311333333333334,0.30174162816000605,LRRC27,0.12130396622159047
SSU72,0.20466,0.2555722902264954,SSU72,0.12125823290264486
LPL,0.26489666666666667,0.34857238227279286,LPL,0.1212450653476656
NTC_12707,0.27440000000000003,0.36158361184670673,NTC,0.12122752212778679
NTC_1216,0.5000266666666667,0.5722449962789533,NTC,0.12121546253787774
NAALAD2,0.16778666666666667,0.1894914341566457,NAALAD2,0.12121083587838259
SLC6A9,0.35667000000000004,0.45727067072135963,SLC6A9,0.12120597243787651
NTC_3095,0.39937666666666666,0.4972015315290286,NTC,0.12119785547402984
AP1AR,0.22683333333333333,0.2924962042749658,AP1AR,0.12110172678203833
ZNF154,0.14515666666666668,0.14656425219831035,ZNF154,0.12105658741431356
NTC_18778,0.3619866666666667,0.4630526951425351,NTC,0.12103733103685571
NTC_185,0.3053666666666666,0.40148684768513243,NTC,0.1210255670649493
NTC_14297,0.3345233333333334,0.434782002,NTC,0.12100660417810015
SMR3A,0.25826,0.3400878341091186,SMR3A,0.12097128347342831
NTC_6908,0.35448,0.4557608346371892,NTC,0.12097090761076346
HIGD1C,0.41346666666666676,0.5098371321004038,HIGD1C,0.1209673379649559
PLSCR1,0.32383,0.4231326435638898,PLSCR1,0.12095810487108206
NTC_18148,0.11110999999999999,0.081604693,NTC,0.1209193315883713
CDK5RAP2,0.42466000000000004,0.5191352993411569,CDK5RAP2,0.12090895724079548
NTC_11785,0.59658,0.6271185420770957,NTC,0.12089715069861046
GRK7,0.217715,0.2784962608056495,GRK7,0.12087115117620321
NTC_1106,0.44174,0.5326475536072351,NTC,0.12084242236472047
NTC_16843,0.2971066666666667,0.39216085926516264,NTC,0.12078448290228909
RPS26,0.2101283333333333,0.26627739037875786,RPS26,0.12075354743601026
NTC_10909,0.5367133333333334,0.5958227938865606,NTC,0.12069764355221252
MBD3L1,0.18817999999999996,0.22837853763719784,MBD3L1,0.12068824795379315
FCGBP,0.21119333333333334,0.268300344,FCGBP,0.12067138719315845
NTC_3193,0.28817000000000004,0.38133147133243817,NTC,0.1206560156005265
NTC_10747,0.5502566666666666,0.6035798416222438,NTC,0.12065217836574277
NTC_2536,0.5192933333333333,0.5857481323872888,NTC,0.12062617451535207
FAM178B,0.14786000000000002,0.152831348,FAM178B,0.12062234819651282
TFR2,0.41595666666666664,0.5130458358724526,TFR2,0.12056247462160108
NTC_10354,0.12417333333333333,0.10699460026441643,NTC,0.12052737323721788
SPRN,0.45866666666666667,0.5460704387628934,SPRN,0.12051527813004426
NTC_2111,0.5788966666666666,0.6192284382794311,NTC,0.12049682406340148
MTM1,0.0856,0.039146858,MTM1,0.12046514408898695
NTC_12366,0.5060866666666667,0.5780977416522508,NTC,0.12044798251938857
NTC_12913,0.20658333333333334,0.2612300472493896,NTC,0.12043330527278849
C1orf216,0.078069333,0.028675642057262966,C1orf216,0.12042092000172315
C4orf40,0.16413000000000005,0.1846749653353581,C4orf40,0.12040445066418434
SHISA5,0.35389666666666664,0.45727067072135963,SHISA5,0.12026351985268277
NTC_6394,0.28540333333333334,0.3790017742332803,NTC,0.12025719376281842
NTC_17418,0.3295633333333333,0.43175939176882583,NTC,0.12021093047551733
ABHD3,0.3966,0.49781079328707833,ABHD3,0.12014429523600034
SCGN,0.4207666666666667,0.5184169598243944,SCGN,0.12005348157524466
NTC_7064,0.18967,0.23286574425922935,NTC,0.12004107965383361
NTC_10830,0.2834466666666667,0.3771443367705508,NTC,0.12003751177462503
NTC_800,0.22194000000000003,0.2879857549861564,NTC,0.11998719888000492
YJEFN3,0.14689666666666668,0.15251322661433733,YJEFN3,0.11996940458524846
NTC_456,0.7588666666666667,0.6948853380266129,NTC,0.11996684224684379
GPR119,0.19928666666666667,0.25005226659771074,GPR119,0.11996443618843043
WDR93,0.5713976666666667,0.6166845979699704,WDR93,0.11995745376550508
DNAJB14,0.43217000000000005,0.527795285,DNAJB14,0.11994208217379773
TMEM38B,0.14926383333333332,0.15719990338110781,TMEM38B,0.11994061373328932
KLF15,0.16798333333333335,0.193258939,KLF15,0.11991665101201351
NTC_9835,0.22465333333333332,0.2926842513036898,NTC,0.11987516365099087
NTC_4756,0.15994000000000003,0.17809575566123192,NTC,0.11985046808197196
PDE1C,0.27612,0.3682969787264393,PDE1C,0.1197813651115653
NTC_14940,0.44678666666666667,0.5394332619722002,NTC,0.11976665166603075
OSGEP,0.09695,0.058208375,OSGEP,0.11973465783849967
LCE3A,0.49728666666666665,0.5744360943145654,LCE3A,0.11972588218548078
OR4D10,0.21593999999999997,0.2789882708773195,OR4D10,0.11972017099180947
NTC_16742,0.1559466666666667,0.17074467236021984,NTC,0.11971290131434631
DMRTC2,0.5007133333333333,0.5767048608198986,DMRTC2,0.11969371379443108
NTC_4913,0.19744,0.24763893761100675,NTC,0.1196843900283955
CSF1R,0.15555333333333335,0.17007836055250258,CSF1R,0.11967510308385142
NTC_18389,0.6246233333333333,0.6433342006965213,NTC,0.11965494458151445
NTC_10918,0.14434,0.1483613970301496,NTC,0.11961153924927004
NTC_14533,0.4229466666666667,0.521434849,NTC,0.11960929484423398
NTC_18160,0.14333666666666664,0.14644326748003775,NTC,0.11959016561010338
NTC_1979,0.09728,0.059227669810410784,NTC,0.11940880238233631
ZNF804B,0.17576000000000003,0.20928134163868894,ZNF804B,0.119388405
NTC_15119,0.8315133333333333,0.7184899900242987,NTC,0.1193880840990155
ACTL9,0.29283333333333333,0.3911468876728732,ACTL9,0.11937647211519029
NTC_142,0.27053333333333335,0.3620354561754321,NTC,0.11937253425178784
TRMT2B,0.53066,0.5957735353813867,TRMT2B,0.11935540632960927
NTC_17933,0.23399333333333333,0.3091240044865048,NTC,0.11930554188824086
YLPM1,0.3566033333333333,0.4628876865683049,YLPM1,0.11929250609283884
NTC_5539,0.2915433333333333,0.38979091264849375,NTC,0.11929028715547704
COMMD2,0.241531,0.32081015772763066,COMMD2,0.11925638755477065
NTC_18598,0.10567333333333334,0.074503982,NTC,0.11918055309274919
NTC_1942,0.12107333333333334,0.1036736166454355,NTC,0.11917632618410716
EVC,0.091113333,0.049212986,EVC,0.11916897641307035
NTC_8390,0.12381333333333332,0.10906522947114307,NTC,0.11914726474907088
NTC_13604,0.15343,0.16728738675603927,NTC,0.11914404168781989
NTC_10195,0.1947566666666667,0.2444938262938957,NTC,0.11913890522624443
SLC29A3,0.13827,0.13753477136620076,SLC29A3,0.1191317022661703
NTC_6840,0.26561333333333337,0.3561890823810656,NTC,0.11907960925217334
NTC_4697,0.31978000000000006,0.4242563618761619,NTC,0.11907700193918552
TNIP3,0.12470333333333333,0.11100734680623464,TNIP3,0.11904782234311087
NTC_13780,0.3153,0.4192969750790626,NTC,0.11901889875237465
NTC_5898,0.33597333333333335,0.4423917527775876,NTC,0.11899939542769696
FAIM,0.1635366666666667,0.1872570675842924,FAIM,0.11898302860269112
ZNF543,0.11208333333333334,0.0868401,ZNF543,0.11895176497091822
NTC_8612,0.22074,0.28915558243754014,NTC,0.11894981476378942
B4GALNT2,0.19968333333333332,0.25372294940446916,B4GALNT2,0.11893943034499006
NTC_9485,0.122706,0.10736874376652077,NTC,0.11891709986089866
HEMK1,0.3807266666666667,0.48732603716815437,HEMK1,0.11885539708836339
DGCR2,0.32214033333333336,0.4276393233701886,DGCR2,0.11884477404914279
HERC5,0.076426667,0.027877668230835567,HERC5,0.11882386740775198
LLPH,0.26321,0.35372711,LLPH,0.11879500472316007
SMN1,0.31033333333333335,0.4142031608082317,SMN1,0.1187914388345686
SMN2,0.31033333333333335,0.4142031608082317,SMN2,0.1187914388345686
NTC_2269,0.3128033333333334,0.41732280569035063,NTC,0.11871758642239716
BIN2,0.10615,0.076181876,BIN2,0.11869144599938286
TCEAL3,0.15640333333333337,0.17425806592236215,TCEAL3,0.11867996143581878
IAPP,0.60119,0.6347472547875839,IAPP,0.11867440624655684
NTC_3396,0.42869,0.5287092695312754,NTC,0.1186541365558019
PHKB,0.25517666666666666,0.34290118982374684,PHKB,0.11861402716829633
OR1E1,0.15194318333333334,0.16573773512160428,OR1E1,0.1186035973676873
NTC_4186,0.18518666666666667,0.22885691214690518,NTC,0.11860020177130089
NTC_335,0.19756666666666667,0.25116659727853463,NTC,0.11854753085581259
RAET1L,0.32477666666666666,0.43152434470995227,RAET1L,0.11854176145471071
ZNF500,0.19257333333333332,0.242375648,ZNF500,0.11853100806196079
CPLX4,0.16214666666666666,0.18577833563816004,CPLX4,0.11853001307681188
NTC_1072,0.38514333333333334,0.492319677,NTC,0.118528942
NTC_8296,0.60865,0.6387271590951296,NTC,0.1184947921157199
NTC_18284,0.27457,0.37022906667314237,NTC,0.11848505146458156
NTC_14794,0.4238166666666667,0.5253454356812102,NTC,0.11848008377770024
NTC_1084,0.27687,0.37344633639110725,NTC,0.11843717736614597
PRRG3,0.3749066666666667,0.48316576486893437,PRRG3,0.11843445774502322
NTC_1830,0.17023666666666668,0.2015596341963124,NTC,0.11841601903574425
C7orf72,0.32436000000000004,0.43152434470995227,C7orf72,0.11838968033043211
ACBD4,0.24618999999999996,0.3306334566944663,ACBD4,0.11833201190385172
NTC_11850,0.30633333333333335,0.41094470727561516,NTC,0.11831102111220354
NTC_13517,0.9614933333333333,0.7534219275396232,NTC,0.1182268973728338
NTC_14148,0.2019433333333333,0.2597755868154611,NTC,0.11821796366244752
NTC_18766,1.0034466666666666,0.7625647207894571,NTC,0.11812904369195197
NTC_12670,0.30261,0.40704865795268563,NTC,0.11812492492487003
NTC_4250,0.33808000000000005,0.44750696820407765,NTC,0.1180576028807176
NTC_1450,0.30280666666666667,0.4075344558090864,NTC,0.11804483889721724
NTC_2806,0.14315,0.14981254308618894,NTC,0.11802027856535562
DEFB134,0.20376666666666665,0.2635363964367462,DEFB134,0.11801337976395708
NTC_1189,0.16407333333333335,0.19086693547165223,NTC,0.11801291151699149
NTC_12265,0.20756666666666668,0.270074998,NTC,0.11800489190543961
NTC_4932,0.5542666666666667,0.6125862426615241,NTC,0.11796610484060017
NTC_8936,0.23021999999999998,0.3074937706553982,NTC,0.11791032193278114
APIP,0.11835666666666667,0.10095425416074068,APIP,0.11786848984621388
FMN1,0.16710000000000003,0.19708117787167645,FMN1,0.11786479556752798
NTC_4023,0.24764000000000003,0.3342618693879371,NTC,0.11785513551724434
NTC_7469,0.73807,0.6923506280024294,NTC,0.11785052240641564
NTC_11139,0.32611,0.43528695558640496,NTC,0.11779887190431247
NTC_6776,0.19234,0.24414610820788263,NTC,0.11777943634516028
NTC_4237,0.6154533333333333,0.6436418277995405,NTC,0.11777052836339517
NTC_1746,0.18227,0.22588270127819732,NTC,0.11776775056202439
CD99L2,0.18017766666666668,0.22201941970325978,CD99L2,0.11776575116388761
NTC_10218,0.30613,0.4124114157729596,NTC,0.11775881945629756
DHX36,0.269653,0.365941025,DHX36,0.11772750667143396
MEGF9,0.1860966666666667,0.2331236183249883,MEGF9,0.11769008614182468
VSIG8,0.067166667,0.017694357,VSIG8,0.1176870975893007
NTC_5469,0.4449766666666667,0.5439809976298289,NTC,0.11765907080744158
NTC_15098,0.3931966666666667,0.5021090547789523,NTC,0.11764520810637237
NTC_2025,0.4322266666666667,0.5343399227120899,NTC,0.1176444814043653
LAMP5,0.12161,0.107814567,LAMP5,0.11763609601728683
RORA,0.17063333333333336,0.2044953568964264,RORA,0.11762038035457344
NTC_18547,0.14002333333333333,0.14454416891167154,NTC,0.11761951929192523
ZP3,0.077899333,0.030929107417916255,ZP3,0.11759937413921571
MDGA1,0.4317933333333334,0.5343382619648931,MDGA1,0.1175271185444077
NTC_2524,0.3550766666666667,0.4667228737644765,NTC,0.11750939664998312
NTC_14125,0.38714,0.4972015315290286,NTC,0.11748442431509747
NTC_13086,0.29297666666666666,0.3974054153731571,NTC,0.11741515099388244
NTC_12411,0.2058733333333333,0.2689582816821592,NTC,0.11741266626347745
KRT40,0.12320666666666667,0.11150510198478067,KRT40,0.11737963949268852
NTC_7869,0.5229666666666667,0.596417874,NTC,0.11737952837201114
NTC_571,0.10422333333333333,0.074783585,NTC,0.11737566337466014
RIPPLY2,0.13130333333333333,0.1278267167920788,RIPPLY2,0.11730355734666362
NTC_10283,0.29041,0.3945395247224299,NTC,0.11729935293654249
NTC_10299,0.15487333333333336,0.17507292828033483,NTC,0.1172051967174282
RTP3,0.26006666666666667,0.35430281669901753,RTP3,0.1171926443987822
NTC_859,0.7559100000000001,0.6999649792275304,NTC,0.11710836510269282
LY6E,0.1736633333333333,0.211704533,LY6E,0.11709594839834142
NTC_13381,0.070053333,0.021340412480832918,NTC,0.11704491251955722
XPO1,0.2809876666666667,0.383234696,XPO1,0.11704124794311324
AGAP11,0.11499333333333336,0.095985564,AGAP11,0.11703953394759391
NTC_8095,0.69635,0.679100432,NTC,0.11703275452704638
ARHGEF1,0.31498,0.42506066377811635,ARHGEF1,0.11703053045211291
NTC_4865,0.48085333333333335,0.5710778338580889,NTC,0.11699387430973783
NTC_16692,0.11540999999999998,0.096931833,NTC,0.11697190994438997
NTC_7859,0.5618866666666666,0.6192284382794311,NTC,0.11695620775769616
BHMT2,0.077096667,0.030415612,BHMT2,0.11694819938092578
CCL18,0.39719000000000004,0.5077038451968336,CCL18,0.11692858431855267
NTC_3976,0.086107667,0.043879346,NTC,0.11691181092891645
PGAM2,0.4132166666666667,0.5212933974012908,PGAM2,0.11690634022618675
ORAOV1,0.079592333,0.033981633916788906,ORAOV1,0.11690169668735599
EGR4,0.14179333333333338,0.14998637415985067,EGR4,0.11683036086228021
NTC_15453,0.30083666666666664,0.4089939216750079,NTC,0.1168098074490561
KRTAP4-3,0.3916833333333334,0.5034513689543691,KRTAP4-3,0.11673826965144865
EML1,0.3141766666666667,0.42506066377811635,EML1,0.1167320526880331
NTC_14538,0.082714333,0.038839805,NTC,0.11668700927551372
DUT,0.6284333333333333,0.6523177861266227,DUT,0.11660001073333746
NTC_9160,0.15432,0.17561966647277016,NTC,0.11657747179601356
PCDHB14,0.15523333333333333,0.1774428395324047,PCDHB14,0.11657115549502299
PGA4,0.32102,0.4334745022749482,PGA4,0.11654195905839097
PRG3,0.17616,0.21826536471349578,PRG3,0.11644443314681752
NTC_12601,0.13649,0.140340259,NTC,0.11640109145376866
KLRC2,0.24030999999999997,0.32788543824358807,KLRC2,0.11637681503643925
CALU,0.07023,0.022026376708602004,CALU,0.11637510871910073
NPC2,0.24574333333333337,0.33617406610954204,NPC2,0.11634368987122205
C2orf16,0.24459000000000003,0.33450564484708123,C2orf16,0.11632615992759608
GCNT1,0.32357900000000006,0.43739007,GCNT1,0.11620727609745891
NTC_3094,0.18413666666666667,0.23387568912002088,NTC,0.1161929839547082
NTC_18470,0.28324333333333335,0.38884537787133366,NTC,0.11619294665592049
AMPD1,0.26733666666666667,0.3677071069345935,AMPD1,0.1161572406131477
CLLU1OS,0.17970666666666668,0.22581949611512087,CLLU1OS,0.11613337856723638
SMAD4,0.3430093333333334,0.45861384685444095,SMAD4,0.11612678285723722
NTC_17255,0.54888,0.6143946273241172,NTC,0.11611698599449355
OR2T10,0.3569666666666667,0.4728499856907289,OR2T10,0.11611291070397173
NTC_7120,0.6500766666666666,0.6628321847844689,NTC,0.11610136015132734
NTC_12588,0.35025,0.4661975763574612,NTC,0.11608335350576451
NTC_7507,0.24647999999999998,0.3381431768420363,NTC,0.1160672770821593
NTC_9935,0.10592666666666667,0.08026082,NTC,0.11604228298835934
NTC_2641,0.066267333,0.017760704898438354,NTC,0.1160036045493897
NTC_10419,0.4061433333333334,0.5180948809179168,NTC,0.11599075837010105
APOC2,0.5042733333333334,0.5888757265075477,APOC2,0.11597093906719859
NTC_15504,0.16467333333333337,0.19764908637520273,NTC,0.1159473484610768
C15orf39,0.3704833333333334,0.48663131798290515,C15orf39,0.11588716619695608
SULT1E1,0.10727,0.083226798,SULT1E1,0.11582336781600723
NTC_9065,0.2413533333333333,0.3312630133962232,NTC,0.11580785837951968
PRSS27,0.24165333333333333,0.3317368249027043,PRSS27,0.11580180369988358
MITF,0.20151666666666668,0.2663877133243451,MITF,0.11576846550403477
NTC_11479,0.09464,0.059807760385014154,NTC,0.11576766643935832
NTC_1134,0.43922000000000005,0.5451209036369526,NTC,0.11573761650776986
NTC_8419,0.15398333333333333,0.177267522,NTC,0.11569858446507493
KLHL24,0.4804033333333334,0.5744360943145654,KLHL24,0.11566107990329975
NTC_2120,0.3022933333333333,0.4143718468040577,NTC,0.11566037942528404
NTC_6392,0.4473866666666666,0.5514115039435705,NTC,0.1156602700565649
SCAI,0.20345000000000002,0.27022238657578324,SCAI,0.11561629636643808
ARFGEF2,0.30814,0.4215298778996852,ARFGEF2,0.11560538831688831
TRPM6,0.24638500000000002,0.33952694331533273,TRPM6,0.11558554948554313
FUCA2,0.20557999999999998,0.27409474173581094,FUCA2,0.11555637325821702
NTC_10637,0.2615066666666666,0.36158361184670673,NTC,0.11553136013082028
NTC_523,0.23935,0.329131659,NTC,0.11551757213277279
RPS4Y1,0.23429333333333335,0.321350842,RPS4Y1,0.11551142996079002
CAMP,0.125944,0.1210348851451472,CAMP,0.1155019121287185
NTC_3615,0.12546666666666667,0.12010210546155768,NTC,0.11548571542970057
FAM47E,0.10434333333333333,0.078223584,FAM47E,0.11547283209008509
NTC_13196,0.3562566666666667,0.4741114191454229,NTC,0.11546976274508024
MEF2B,0.17861,0.22581949611512087,MEF2B,0.11542467027319013
MEF2BNB-MEF2B,0.17861,0.22581949611512087,MEF2BNB-MEF2B,0.11542467027319013
NTC_8570,0.18236666666666668,0.23286574425922935,NTC,0.11541884093181555
NTC_8956,0.5938899999999999,0.6393406313828388,NTC,0.1153736410280356
NTC_722,0.32936333333333334,0.44648124350005536,NTC,0.11534197909008548
ARGFX,0.3098633333333333,0.42441742089581647,ARGFX,0.11533323914523312
NTC_12105,0.5786966666666666,0.631995353,NTC,0.11532621059222117
METTL12,0.05955,0.011571602758273833,METTL12,0.1153249161025483
AFAP1,0.23993333333333333,0.3306334566944663,AFAP1,0.1153247250340421
NTC_4767,0.44530000000000003,0.5508381598363382,NTC,0.11532200443303899
NTC_3509,0.15129666666666666,0.17289867411836923,NTC,0.11531958071195167
APLN,0.3592766666666667,0.4776488668118509,APLN,0.11528873803374508
NTC_1765,0.3599833333333333,0.4783621338649887,NTC,0.11528221659034127
GARNL3,0.6139666666666665,0.6490372556758612,GARNL3,0.11526019156001047
NTC_4993,0.21221333333333336,0.28643095666935126,NTC,0.11522760559603887
NTC_10837,0.3092533333333333,0.4242563618761619,NTC,0.11515716984499628
YDJC,0.30432333333333333,0.4186538910450799,YDJC,0.11507830672037286
NTC_2373,0.31945,0.43629787724633495,NTC,0.11507128870960998
NTC_12402,0.20411,0.273068438,NTC,0.11506262295314189
ATP6V1A,0.35039763333333335,0.46953571698916796,ATP6V1A,0.11504653356339867
NTC_14198,0.36138000000000003,0.4804952756519216,NTC,0.11503118511510121
NTC_5797,0.4778566666666667,0.5745827148448377,NTC,0.11499498496142303
TICAM2,0.27640333333333333,0.38383982351548085,TICAM2,0.11494231761450109
SLC39A4,0.20553666666666665,0.2760450698331117,SLC39A4,0.11489910841886142
NTC_11465,0.13676333333333335,0.14454416891167154,NTC,0.11488112117095724
NTC_3175,0.6402166666666667,0.6615872220761407,NTC,0.1148631232614007
NTC_16,0.21542666666666666,0.2930781028783417,NTC,0.11482599552383507
NTC_7736,0.4801700000000001,0.5769249426792148,NTC,0.11470333823742772
NTC_6099,0.1685033333333334,0.20861597037506008,NTC,0.1146922062758943
NTC_12609,0.22335,0.30668079185142116,NTC,0.1146485532646305
IL1A,0.2599066666666667,0.36242477179161425,IL1A,0.11456221306445295
SSX4,0.33888333333333337,0.4592862635068373,SSX4,0.11451428462200872
NTC_314,0.36968666666666666,0.4901582434828077,NTC,0.1144785369736376
PMP2,0.3132433333333333,0.43124119672111993,PMP2,0.1144214488185272
NTC_262,0.7111333333333332,0.6904518520941076,NTC,0.11439760224864429
NTC_2742,0.18163333333333337,0.2345507079707826,NTC,0.11438599864162381
NTC_10050,0.2788366666666667,0.38884537787133366,NTC,0.11438523037570057
NTC_16258,0.5095833333333334,0.596417874,NTC,0.11437564790535537
NTC_5534,0.30883,0.42624968015947773,NTC,0.114370846
TTC29,0.15107,0.17496207814548026,TTC29,0.11436846072515733
HIST2H2AC,0.23402666666666666,0.32460743587522645,HIST2H2AC,0.11435514983877877
TTC39B,0.54467,0.6166845979699704,TTC39B,0.11434633032999957
ZBTB32,0.3940166666666667,0.5126887946632628,ZBTB32,0.11432242848510998
SLC30A4,0.3109733333333333,0.4289320619242297,SLC30A4,0.11431737035219483
NTC_4496,0.57953,0.635051528,NTC,0.11427812043600802
OR2AG2,0.4919633333333333,0.5858219126798787,OR2AG2,0.11425080341725037
NTC_12455,0.2982066666666667,0.4138812230064213,NTC,0.11425021334141315
FAM132B,0.46445000000000003,0.567655262,FAM132B,0.11421537577900022
NTC_1596,0.66335,0.6728251917193462,NTC,0.11416104656318585
RTN1,0.087236667,0.049149083,RTN1,0.11414783328287081
PCBP1,0.38140333333333337,0.5020380681692582,PCBP1,0.1141400393288551
FGF4,0.10264333333333335,0.077290079,FGF4,0.11412668433722696
OAZ1,0.3265933333333334,0.4472675586470317,OAZ1,0.11412235795899583
HIST1H4K,0.2519766666666667,0.35257747118426264,HIST1H4K,0.11408128719211154
NTC_6135,0.5797166666666667,0.635663512,NTC,0.11407242363058481
POLR3K,0.093756667,0.060754445,POLR3K,0.11404766683279086
OR10G9,0.23928666666666665,0.333950693,OR10G9,0.1139764631241809
ZNF519,0.08105,0.03925239,ZNF519,0.11396715249517829
PWP1,0.43846666666666667,0.5497627564137364,PWP1,0.11392446341956856
GSTM4,0.13064333333333333,0.13433360272232017,GSTM4,0.11389686176240467
SNX18,0.1755366666666667,0.22454767915496332,SNX18,0.11386913119307314
NTC_2106,0.66009,0.67219891,NTC,0.11386697458794419
NTC_4433,0.5665033333333334,0.6295549284296834,NTC,0.11384811955424616
NEUROG1,0.11874666666666665,0.11001710007076664,NEUROG1,0.11382340691984778
NTC_8392,0.2589066666666667,0.36339311067621016,NTC,0.11382140589622596
COL3A1,0.26231,0.3682969787264393,COL3A1,0.11379056164861183
NTC_18721,0.17712333333333335,0.22786242648098243,NTC,0.11377114931054769
NTC_16699,0.090303333,0.054969884566038754,NTC,0.11377092788909245
SULT1A4,0.05303,0.007166083,SULT1A4,0.1137344052641799
NTC_6350,0.16333666666666669,0.20125683426390806,NTC,0.11372305011655241
NTC_33,0.11120666666666668,0.095047107,NTC,0.11366000766425317
NTC_6149,0.32226000000000005,0.4439227950318464,NTC,0.1136587023796387
ALG9,0.3282466666666667,0.45058802889715066,ALG9,0.11364567604259444
NTC_8208,0.13889333333333334,0.15213229959066718,NTC,0.113583992
ACBD6,0.2524366666666667,0.3548791150126277,ACBD6,0.11357619363120709
OR4D11,0.35250533333333334,0.4762750457378129,OR4D11,0.11355683393229217
NTC_6037,0.2667966666666666,0.3752925225779078,NTC,0.11355668884286524
GGT7,0.24656633333333333,0.346296792,GGT7,0.1135565025920678
CD38,0.15528666666666668,0.18577833563816004,CD38,0.1135153192417638
FIGN,0.2939366666666667,0.41104127486527964,FIGN,0.11349322850775408
NTC_15054,0.084737667,0.045801542,NTC,0.1134738954561351
MTRNR2L1,0.37798933333333334,0.5009589001798818,MTRNR2L1,0.11347160529454207
NTC_3250,0.43055333333333334,0.5451209036369526,NTC,0.11345388775437214
NTC_12490,0.073733333,0.029001624904100805,NTC,0.11337072677599895
NTC_5716,0.7852766666666666,0.7172069284620015,NTC,0.11335902443284424
ZNF726,0.27714333333333335,0.38992321224793836,ZNF726,0.11335741850000247
TNXB,0.74401,0.7041592220315136,TNXB,0.11333439496794467
NTC_4329,0.14750000000000002,0.17047684176443756,NTC,0.11332935481452079
CDADC1,0.09119,0.057186076,CDADC1,0.11332269752455293
NAPG,0.3896400000000001,0.5119751005094552,NAPG,0.11328828200878767
NTC_17142,0.16674999999999998,0.20923792216770942,NTC,0.11328321352917774
NTC_11682,0.25571666666666665,0.360680984,NTC,0.11325096723188438
CLDN20,0.5240533333333334,0.6081263759107536,CLDN20,0.11319874805191311
NTC_3808,0.4817666666666667,0.5822113438756735,NTC,0.11317630590709002
NTC_15412,0.2533566666666667,0.35753293501259287,NTC,0.11317035559476514
NTC_4530,0.29973333333333335,0.4192969750790626,NTC,0.11314282033844515
NTC_12491,0.35062,0.47570300017077227,NTC,0.11313249009271721
DMRTA1,0.35111333333333333,0.4762750457378129,DMRTA1,0.1131084120280361
MUC15,0.15897666666666666,0.19439984901935137,MUC15,0.11308075110088217
WHSC1,0.096116667,0.066615655,WHSC1,0.11307392410323597
NTC_18296,0.6039066666666666,0.6498071300299446,NTC,0.11306070525407844
TMEM205,0.27230333333333334,0.384445535,TMEM205,0.11305086199637139
NTC_4617,0.5972299999999999,0.646721447,NTC,0.11304532854219287
NTC_4992,0.33003000000000005,0.4547244402309073,NTC,0.11295332953867086
CCDC13,0.23356,0.32870828305869637,CCDC13,0.11285370507060609
NTC_1121,0.8720366666666666,0.7423663848541693,NTC,0.11282558784651044
NTC_4033,0.8420066666666666,0.7345941975515902,NTC,0.11278890340851808
NTC_2631,0.5204433333333333,0.6071752622479298,NTC,0.11277274818147394
NTC_18349,0.4067066666666667,0.5281478700330471,NTC,0.11275717316213513
SLC2A9,0.16351000000000002,0.2044953568964264,SLC2A9,0.11271014880900353
PCDHAC1,0.31098733333333334,0.4341256856389353,PCDHAC1,0.11269699482416895
NTC_10471,0.13125333333333333,0.13850231531646065,NTC,0.11268662616588215
NUDT19,0.18818000000000001,0.25188294524011523,NUDT19,0.1126824168128605
NTC_13328,0.1415,0.1600199587640927,NTC,0.11260935718647305
NTC_2603,0.17125,0.2200172743670885,NTC,0.11260427638711377
JMJD8,0.2780566666666667,0.3936012237119101,JMJD8,0.11259725648472453
SGCE,0.251806,0.3571902212649276,SGCE,0.11258257319970683
NTC_7990,0.36067333333333335,0.48746364576229484,NTC,0.11255091527850399
NTC_2808,0.33169666666666664,0.4578376052885381,NTC,0.11254087731282102
NTC_13812,0.17709333333333332,0.23152396910181006,NTC,0.11252581961447268
NTC_12836,0.23165666666666668,0.3267974565233591,NTC,0.11252058475941408
ITPR1,0.20321666666666666,0.2794808718222088,ITPR1,0.11251048291179612
FAM81B,0.24123333333333336,0.3417740674474753,FAM81B,0.11247766942731564
NTC_279,0.2720066666666667,0.3860171618841588,NTC,0.11244575712745833
CHAT,0.19222999999999996,0.2602365604189538,CHAT,0.1123837497333085
TSR3,0.4006093333333333,0.5241780275979593,TSR3,0.1123794059852905
NTC_831,0.81786,0.7287827954973745,NTC,0.11237550843019091
PDIK1L,0.31344,0.438044638,PDIK1L,0.11236248258178629
NTC_9464,0.16027333333333332,0.19914652134860777,NTC,0.1123239235123975
NTC_9456,0.20931666666666665,0.2907203258530988,NTC,0.11230354153861218
ZDHHC20,0.099316667,0.074004351,ZDHHC20,0.11230160064472312
KRT72,0.40032,0.5241780275979593,KRT72,0.11229824185498631
MGAM,0.51853,0.6073509870015374,MGAM,0.11229299079158675
NTC_17974,0.2667813333333333,0.37946701166593655,NTC,0.11226851412397476
NTC_2785,0.39625,0.5208774194019536,NTC,0.11224354595756034
NTC_14268,0.5210566666666666,0.608976551,NTC,0.11223530880279561
NTC_17254,0.12111233333333332,0.11847387867709078,NTC,0.11219572762411212
NTC_13311,0.14244933333333334,0.16310479332986616,NTC,0.1121835901026256
NTC_16735,0.13582,0.14932762951026138,NTC,0.11216828197775831
NTC_14915,0.36214,0.4901582434828077,NTC,0.11214160833399399
RHEB,0.6876366666666667,0.6869529351840238,RHEB,0.1121349854839732
